wl_position,days_before,distance_km,journey_month,day_of_week,festival,wl_type_score,class_demand,quota_demand,popularity,final_status
45,5,354,10,4,0,0.35,0.8,0.92,84,WAITING
82,38,349,11,5,1,0.75,0.72,0.75,88,RAC
101,23,580,7,3,0,1.0,0.72,0.92,70,WAITING
136,40,414,11,6,1,0.75,0.78,0.75,78,WAITING
57,25,1601,1,5,0,0.35,0.85,0.92,92,WAITING
4,23,1242,11,6,1,1.0,0.8,0.92,100,CONFIRMED
85,19,818,4,2,0,0.75,0.72,0.75,52,WAITING
142,0,349,3,5,0,1.0,0.65,0.95,83,WAITING
88,44,1599,1,2,0,0.45,0.8,0.75,63,RAC
162,15,717,6,5,0,0.45,0.65,0.95,84,WAITING
174,40,1583,8,6,0,0.75,0.8,0.75,75,WAITING
43,54,197,12,2,0,0.75,0.72,0.75,51,CONFIRMED
80,56,374,4,0,0,1.0,0.8,0.92,76,CONFIRMED
179,35,332,8,1,0,0.75,0.8,0.75,58,WAITING
155,13,403,11,5,1,0.45,0.72,0.75,87,WAITING
161,25,240,4,3,1,0.35,0.72,0.75,70,WAITING
158,39,697,11,0,1,0.75,0.85,0.75,83,WAITING
7,40,597,12,0,0,1.0,0.8,0.75,47,CONFIRMED
68,4,877,8,0,0,0.45,0.72,0.75,59,WAITING
53,54,532,12,2,0,0.45,0.8,0.92,64,CONFIRMED
69,25,939,12,1,0,0.35,0.65,0.75,65,WAITING
177,54,1343,2,3,0,0.45,0.8,0.92,77,WAITING
27,12,1286,12,2,0,1.0,0.78,0.75,65,RAC
4,42,985,7,3,0,0.35,0.8,0.75,59,CONFIRMED
7,25,577,12,5,0,0.35,0.8,0.75,62,CONFIRMED
131,12,331,3,6,0,0.45,0.65,0.95,72,WAITING
43,16,181,12,2,0,1.0,0.65,0.75,55,RAC
5,32,1678,2,0,0,0.35,0.65,0.95,77,CONFIRMED
21,7,518,2,3,0,0.75,0.85,0.92,86,WAITING
130,12,413,1,5,0,1.0,0.8,0.95,74,WAITING
169,31,687,12,2,0,0.35,0.85,0.92,81,WAITING
120,39,815,7,4,0,0.45,0.78,0.95,82,WAITING
134,21,548,4,5,0,1.0,0.78,0.92,70,WAITING
143,17,1545,9,0,0,1.0,0.65,0.92,81,WAITING
100,23,538,3,5,0,1.0,0.85,0.75,69,WAITING
51,25,214,11,3,1,0.45,0.85,0.95,100,WAITING
108,8,898,1,4,0,0.45,0.8,0.95,75,WAITING
51,41,777,10,4,0,0.35,0.72,0.92,73,CONFIRMED
10,3,1239,9,2,0,0.75,0.65,0.75,62,RAC
60,7,1613,11,1,0,0.35,0.8,0.95,76,WAITING
110,56,331,10,1,1,0.75,0.8,0.95,84,RAC
41,24,581,9,6,0,0.35,0.72,0.75,55,RAC
28,35,218,5,1,0,0.45,0.85,0.92,77,CONFIRMED
161,6,1490,8,1,0,0.35,0.8,0.95,90,WAITING
11,22,596,11,6,1,1.0,0.72,0.95,100,CONFIRMED
110,6,1445,12,3,0,0.45,0.65,0.75,59,WAITING
35,6,966,10,5,1,0.75,0.85,0.95,100,WAITING
179,20,878,10,3,0,0.75,0.85,0.75,70,WAITING
115,37,387,7,5,0,0.75,0.72,0.75,68,WAITING
46,60,1212,2,4,0,0.45,0.72,0.92,90,CONFIRMED
27,19,1019,3,3,0,0.75,0.8,0.92,81,CONFIRMED
127,55,923,6,2,0,0.45,0.78,0.75,59,WAITING
54,19,1067,11,6,0,0.75,0.8,0.95,88,WAITING
105,59,380,4,5,0,1.0,0.8,0.92,74,CONFIRMED
71,43,1600,11,0,0,1.0,0.8,0.92,75,CONFIRMED
132,26,989,3,6,0,0.75,0.78,0.92,93,WAITING
83,53,1508,10,0,0,1.0,0.8,0.95,88,CONFIRMED
79,20,200,6,5,0,0.35,0.78,0.92,86,WAITING
94,22,544,1,1,0,0.35,0.85,0.75,59,WAITING
38,43,924,4,6,0,0.75,0.78,0.92,98,CONFIRMED
175,2,653,8,4,0,0.35,0.72,0.75,71,WAITING
42,36,589,11,0,0,0.45,0.85,0.95,77,CONFIRMED
175,40,1270,4,0,0,0.45,0.85,0.92,89,WAITING
4,44,1277,1,1,0,0.45,0.85,0.92,91,CONFIRMED
67,3,1250,6,5,0,0.45,0.8,0.95,96,WAITING
107,16,1526,10,6,1,0.45,0.72,0.92,100,WAITING
37,12,191,6,2,0,0.35,0.85,0.75,58,RAC
123,19,1101,10,1,0,0.45,0.8,0.92,88,WAITING
160,51,711,12,6,0,0.75,0.72,0.92,81,WAITING
23,55,515,12,5,0,1.0,0.72,0.95,71,CONFIRMED
168,19,1082,12,5,0,1.0,0.78,0.95,86,WAITING
52,32,188,8,0,0,0.35,0.78,0.92,70,RAC
118,31,318,11,6,1,1.0,0.8,0.92,100,WAITING
1,47,800,5,0,0,0.35,0.65,0.95,73,CONFIRMED
12,38,792,8,6,0,1.0,0.8,0.95,81,CONFIRMED
120,10,856,5,5,0,0.75,0.85,0.92,83,WAITING
163,7,1676,3,5,0,0.35,0.72,0.92,95,WAITING
67,0,1559,8,6,0,0.35,0.78,0.92,91,WAITING
173,26,1549,3,4,0,0.35,0.85,0.92,97,WAITING
105,27,798,9,1,0,0.45,0.8,0.75,48,WAITING
71,28,743,9,4,0,0.45,0.78,0.95,72,WAITING
60,17,218,6,3,0,1.0,0.78,0.75,60,WAITING
19,32,1162,2,0,0,1.0,0.72,0.75,67,CONFIRMED
41,0,1527,4,5,1,0.45,0.78,0.92,100,WAITING
152,0,1373,10,4,1,0.35,0.85,0.75,100,WAITING
36,14,1644,12,3,0,0.45,0.8,0.75,74,RAC
114,14,974,7,1,0,1.0,0.8,0.75,64,WAITING
60,23,895,9,2,0,0.35,0.85,0.92,84,WAITING
29,27,388,6,0,0,0.75,0.85,0.92,80,CONFIRMED
162,34,1017,9,3,0,0.45,0.72,0.95,85,WAITING
97,19,1054,1,0,0,0.35,0.78,0.95,83,WAITING
69,3,857,7,2,0,1.0,0.85,0.95,84,WAITING
11,11,402,5,2,1,0.45,0.8,0.95,81,RAC
49,39,152,10,6,1,1.0,0.65,0.75,74,CONFIRMED
95,15,421,9,0,0,1.0,0.85,0.95,86,WAITING
76,53,864,6,0,0,0.75,0.85,0.75,73,CONFIRMED
180,43,914,12,1,0,0.35,0.78,0.92,84,WAITING
140,45,262,6,2,0,0.35,0.72,0.92,73,WAITING
154,46,985,9,0,0,0.35,0.72,0.95,83,WAITING
81,38,1679,10,2,1,1.0,0.65,0.95,99,WAITING
18,39,556,9,6,0,0.45,0.8,0.95,76,CONFIRMED
147,50,1240,5,6,0,0.75,0.8,0.75,80,WAITING
122,30,1122,8,1,0,0.75,0.78,0.95,75,WAITING
99,50,826,1,4,0,0.45,0.72,0.95,85,RAC
157,34,1089,7,2,0,0.35,0.8,0.75,72,WAITING
65,30,900,5,3,1,1.0,0.85,0.92,100,WAITING
12,39,274,5,3,0,0.35,0.72,0.75,55,CONFIRMED
125,14,1530,7,6,0,0.45,0.78,0.75,78,WAITING
127,49,1336,7,1,0,0.35,0.65,0.75,60,WAITING
173,58,912,3,2,0,0.75,0.65,0.75,65,WAITING
14,14,1496,11,3,0,1.0,0.65,0.92,88,CONFIRMED
118,31,701,9,2,0,0.75,0.65,0.92,73,WAITING
157,33,1587,2,3,0,0.45,0.85,0.92,89,WAITING
8,60,1490,8,3,0,1.0,0.65,0.92,84,CONFIRMED
147,60,1245,10,3,0,1.0,0.8,0.92,75,RAC
109,8,991,10,2,0,0.35,0.8,0.95,79,WAITING
173,3,159,7,1,0,0.75,0.8,0.75,61,WAITING
42,2,1633,3,2,0,0.35,0.65,0.95,90,WAITING
172,44,953,9,4,0,0.35,0.72,0.95,82,WAITING
45,6,451,3,1,0,0.35,0.85,0.75,69,WAITING
4,48,1108,9,5,0,0.75,0.72,0.75,80,CONFIRMED
166,58,922,4,6,0,0.75,0.65,0.92,86,WAITING
102,14,1164,9,3,0,0.45,0.72,0.75,66,WAITING
60,28,1152,8,6,0,1.0,0.65,0.75,78,RAC
9,29,413,11,2,0,0.45,0.8,0.92,66,CONFIRMED
31,57,1491,11,3,0,1.0,0.65,0.95,75,CONFIRMED
87,52,354,4,2,0,0.35,0.72,0.75,50,CONFIRMED
7,20,437,3,6,0,0.35,0.65,0.75,55,CONFIRMED
78,23,537,9,0,0,0.75,0.78,0.95,72,WAITING
150,29,794,3,4,0,0.35,0.65,0.95,72,WAITING
58,10,1438,11,0,1,0.75,0.8,0.75,81,WAITING
60,44,1447,9,0,0,1.0,0.65,0.92,84,CONFIRMED
76,6,1360,5,0,1,0.35,0.85,0.95,100,WAITING
52,12,230,11,4,0,0.35,0.72,0.95,86,WAITING
164,17,1553,1,4,0,0.35,0.78,0.95,96,WAITING
79,49,1313,2,0,0,0.35,0.65,0.92,87,RAC
119,52,1496,8,5,0,0.45,0.65,0.92,89,WAITING
176,27,1524,9,0,0,0.45,0.8,0.92,82,WAITING
108,46,203,11,3,0,0.35,0.85,0.95,79,WAITING
58,28,1077,10,5,1,0.45,0.72,0.75,95,WAITING
105,2,550,11,6,0,1.0,0.78,0.92,78,WAITING
50,29,352,11,5,0,0.45,0.8,0.92,81,RAC
92,24,1137,12,1,0,0.45,0.72,0.92,81,WAITING
106,38,1642,9,1,0,0.45,0.72,0.95,79,WAITING
106,1,257,11,1,0,0.35,0.85,0.95,73,WAITING
154,25,686,1,4,0,0.75,0.72,0.92,76,WAITING
14,4,1223,6,2,0,0.35,0.72,0.95,76,RAC
106,9,150,6,2,0,0.35,0.85,0.92,85,WAITING
21,15,1630,3,0,0,0.75,0.78,0.95,84,RAC
76,6,1660,11,6,0,0.45,0.65,0.95,92,WAITING
34,39,1639,5,1,0,0.75,0.85,0.92,89,CONFIRMED
25,36,861,12,6,0,0.35,0.65,0.75,63,CONFIRMED
132,8,1221,8,5,0,1.0,0.85,0.95,100,WAITING
134,17,1525,1,6,0,0.75,0.65,0.92,97,WAITING
57,49,1211,10,0,0,1.0,0.72,0.95,81,CONFIRMED
149,40,890,4,0,0,0.35,0.65,0.75,60,WAITING
166,17,473,3,1,0,0.35,0.78,0.95,75,WAITING
32,30,1110,12,2,0,0.75,0.78,0.75,60,CONFIRMED
41,32,638,3,0,0,0.35,0.85,0.92,82,CONFIRMED
70,31,1694,11,6,0,0.75,0.78,0.95,83,RAC
14,16,1338,6,4,0,0.35,0.8,0.95,89,CONFIRMED
116,19,512,2,4,0,1.0,0.8,0.92,84,WAITING
41,8,1517,12,5,0,0.75,0.8,0.75,70,WAITING
114,52,672,4,2,1,1.0,0.65,0.95,83,WAITING
78,19,685,1,0,0,0.45,0.72,0.75,60,WAITING
165,43,158,4,4,0,1.0,0.85,0.75,79,WAITING
176,46,1101,2,1,0,1.0,0.65,0.75,67,WAITING
24,20,1174,11,1,0,1.0,0.8,0.75,61,CONFIRMED
133,18,1673,9,6,0,0.75,0.78,0.95,86,WAITING
76,45,984,3,5,0,0.45,0.65,0.75,67,RAC
136,11,826,9,5,0,0.75,0.8,0.75,62,WAITING
72,58,1652,11,4,1,0.45,0.78,0.95,100,CONFIRMED
68,55,853,5,1,1,1.0,0.78,0.75,76,CONFIRMED
154,47,181,6,5,0,0.45,0.72,0.75,60,WAITING
170,26,291,6,4,0,0.75,0.78,0.95,80,WAITING
152,4,1640,7,3,0,0.75,0.65,0.92,83,WAITING
142,36,636,10,1,1,0.75,0.8,0.92,96,WAITING
58,6,543,8,3,0,0.35,0.85,0.92,74,WAITING
173,39,1533,10,3,1,0.75,0.78,0.75,88,WAITING
89,26,243,3,5,0,1.0,0.65,0.92,79,WAITING
97,29,726,5,6,1,0.75,0.72,0.95,97,WAITING
59,54,541,2,0,0,0.35,0.78,0.95,67,CONFIRMED
58,12,1102,2,2,0,0.35,0.72,0.95,82,WAITING
117,49,630,10,1,0,0.45,0.85,0.75,73,WAITING
85,35,1049,9,3,0,0.45,0.8,0.75,74,WAITING
36,44,609,10,0,1,1.0,0.78,0.95,80,CONFIRMED
80,15,1047,1,2,0,0.45,0.8,0.95,77,WAITING
17,35,847,11,6,1,0.75,0.65,0.92,94,CONFIRMED
81,27,1275,8,2,0,0.75,0.8,0.75,64,WAITING
125,58,1230,5,2,1,0.35,0.78,0.95,100,WAITING
10,23,1011,11,1,1,1.0,0.65,0.92,94,CONFIRMED
93,5,649,9,2,0,0.75,0.65,0.95,70,WAITING
161,22,958,7,3,0,1.0,0.78,0.92,87,WAITING
18,53,735,11,1,1,1.0,0.65,0.92,88,CONFIRMED
172,58,1688,10,2,0,0.35,0.65,0.92,87,WAITING
38,2,367,5,5,0,0.75,0.65,0.92,78,WAITING
109,32,1689,7,5,0,0.75,0.85,0.92,96,WAITING
128,17,1367,10,1,0,1.0,0.78,0.95,86,WAITING
13,2,169,10,3,0,0.75,0.72,0.92,74,RAC
50,37,321,9,6,0,1.0,0.65,0.75,62,CONFIRMED
139,9,175,8,5,0,1.0,0.65,0.75,58,WAITING
83,28,614,2,2,0,0.35,0.78,0.75,47,RAC
82,43,524,1,3,0,0.35,0.72,0.92,66,CONFIRMED
173,51,1620,12,2,0,0.75,0.8,0.75,64,WAITING
14,53,474,1,4,0,0.45,0.85,0.92,88,CONFIRMED
64,46,1215,4,2,0,0.45,0.78,0.95,83,CONFIRMED
47,27,260,3,3,0,0.75,0.85,0.75,59,CONFIRMED
25,25,1493,6,2,0,0.35,0.72,0.75,70,CONFIRMED
32,39,623,8,0,0,0.75,0.8,0.92,73,CONFIRMED
145,22,664,5,0,0,0.45,0.65,0.92,74,WAITING
83,33,974,12,1,0,0.35,0.85,0.95,90,WAITING
144,41,933,12,4,0,0.35,0.78,0.75,68,WAITING
105,30,897,3,2,0,0.75,0.8,0.92,74,WAITING
50,45,1189,4,2,0,0.45,0.72,0.92,78,CONFIRMED
116,40,1441,10,1,1,0.35,0.85,0.92,100,WAITING
45,10,185,1,3,0,0.75,0.65,0.75,57,WAITING
126,53,1347,11,0,0,0.35,0.85,0.92,95,WAITING
78,31,1043,6,1,0,0.75,0.65,0.92,81,WAITING
20,9,1647,10,5,0,0.45,0.65,0.75,75,RAC
117,43,346,10,0,0,0.35,0.85,0.75,68,WAITING
56,32,153,2,5,0,0.35,0.72,0.92,71,CONFIRMED
80,57,405,7,6,0,0.35,0.85,0.95,88,CONFIRMED
101,12,1415,11,5,0,0.75,0.72,0.75,77,WAITING
98,2,882,6,4,0,0.75,0.72,0.95,79,WAITING
30,13,1326,12,0,0,0.75,0.85,0.75,71,RAC
28,7,1623,8,6,0,0.35,0.65,0.92,91,WAITING
35,52,275,9,3,0,0.45,0.8,0.92,66,CONFIRMED
11,44,1218,4,1,1,0.45,0.78,0.92,93,CONFIRMED
92,53,383,5,4,1,1.0,0.85,0.75,85,CONFIRMED
152,20,1366,6,1,0,1.0,0.85,0.92,92,WAITING
148,24,1281,6,6,0,0.45,0.78,0.92,97,WAITING
35,4,1419,9,6,0,1.0,0.72,0.75,67,WAITING
37,5,681,11,1,1,0.35,0.85,0.75,85,WAITING
62,17,1514,8,5,0,0.45,0.72,0.75,79,WAITING
52,16,1330,10,6,1,0.75,0.72,0.75,96,WAITING
150,7,967,7,0,0,0.45,0.65,0.75,60,WAITING
87,53,497,3,2,0,0.75,0.72,0.95,70,CONFIRMED
69,47,437,7,6,0,1.0,0.85,0.75,75,CONFIRMED
40,26,405,4,0,0,0.45,0.85,0.92,86,RAC
38,43,1337,8,0,0,0.75,0.65,0.92,80,CONFIRMED
8,36,938,10,5,1,1.0,0.85,0.92,100,CONFIRMED
170,58,1659,4,6,0,0.45,0.78,0.75,75,WAITING
57,49,184,10,3,0,0.75,0.65,0.75,58,CONFIRMED
62,21,1064,7,5,0,0.45,0.65,0.92,86,WAITING
164,46,1048,6,3,0,0.45,0.78,0.95,84,WAITING
27,14,1314,6,6,0,1.0,0.65,0.95,97,RAC
3,36,1689,7,1,0,0.45,0.72,0.95,84,CONFIRMED
178,1,177,9,0,0,0.45,0.72,0.92,78,WAITING
38,27,586,10,5,1,0.45,0.85,0.92,100,RAC
73,45,1567,12,4,0,0.45,0.72,0.75,78,RAC
75,12,481,10,0,0,0.75,0.72,0.95,76,WAITING
140,9,834,10,1,0,1.0,0.65,0.75,48,WAITING
23,1,955,7,0,0,0.35,0.65,0.95,85,WAITING
90,53,864,7,2,0,0.45,0.72,0.92,75,CONFIRMED
71,11,1451,8,2,0,1.0,0.72,0.75,65,WAITING
5,30,1098,9,1,0,1.0,0.65,0.92,90,CONFIRMED
112,54,759,7,0,0,1.0,0.78,0.92,73,RAC
2,55,697,11,5,0,1.0,0.8,0.92,78,CONFIRMED
109,28,1269,12,3,0,1.0,0.78,0.75,75,WAITING
12,54,780,9,6,0,1.0,0.72,0.92,75,CONFIRMED
15,34,1171,10,4,1,1.0,0.78,0.92,100,CONFIRMED
140,46,1314,7,5,0,0.35,0.78,0.75,68,WAITING
45,28,326,5,2,0,0.35,0.72,0.95,65,RAC
72,21,1433,11,2,1,0.35,0.72,0.92,92,WAITING
112,56,825,4,5,1,0.45,0.8,0.92,96,RAC
27,30,470,4,0,0,0.45,0.8,0.75,58,CONFIRMED
180,59,1329,12,4,0,0.45,0.72,0.92,88,WAITING
34,7,968,10,0,0,0.45,0.8,0.92,87,WAITING
126,46,565,3,0,0,1.0,0.65,0.75,57,RAC
17,57,1117,4,1,0,0.75,0.72,0.75,72,CONFIRMED
30,23,971,12,1,0,0.35,0.85,0.95,84,RAC
140,21,1209,8,2,0,0.35,0.8,0.75,69,WAITING
145,18,1352,5,0,0,1.0,0.85,0.92,97,WAITING
77,60,1659,2,1,0,0.75,0.8,0.92,81,CONFIRMED
133,33,509,1,5,0,0.45,0.8,0.95,73,WAITING
110,26,1291,2,0,0,0.35,0.78,0.75,63,WAITING
173,52,762,10,3,0,0.35,0.72,0.95,72,WAITING
71,21,1253,9,2,0,1.0,0.8,0.92,87,WAITING
176,29,1565,10,2,1,0.45,0.78,0.92,98,WAITING
62,24,851,5,2,1,0.35,0.85,0.75,80,WAITING
72,48,1414,10,6,0,0.35,0.78,0.92,84,CONFIRMED
41,48,933,9,0,0,0.75,0.78,0.75,66,CONFIRMED
160,34,1013,11,3,0,1.0,0.78,0.92,85,WAITING
165,49,1398,8,1,0,0.35,0.8,0.92,82,WAITING
25,4,1326,3,6,0,1.0,0.85,0.95,94,WAITING
82,59,1656,10,4,0,0.45,0.8,0.95,96,CONFIRMED
131,38,1057,5,2,1,0.75,0.85,0.95,100,WAITING
140,53,321,2,3,0,0.75,0.65,0.95,63,WAITING
172,44,701,8,5,0,0.45,0.8,0.95,85,WAITING
111,10,1367,6,1,0,0.35,0.78,0.92,81,WAITING
70,53,1403,1,2,0,1.0,0.72,0.92,83,CONFIRMED
142,44,1544,5,3,1,1.0,0.72,0.75,86,WAITING
90,43,1255,1,2,0,0.35,0.78,0.92,78,RAC
126,38,1384,5,4,1,0.45,0.65,0.95,100,WAITING
4,44,1213,8,3,0,0.75,0.85,0.92,98,CONFIRMED
130,47,1133,4,0,0,0.35,0.72,0.92,90,WAITING
105,5,1450,7,3,0,0.75,0.8,0.95,81,WAITING
155,47,1334,12,1,0,0.35,0.78,0.75,63,WAITING
34,29,1387,4,4,0,1.0,0.78,0.92,91,CONFIRMED
58,23,444,5,3,0,0.35,0.72,0.75,47,RAC
105,4,319,3,1,0,0.75,0.72,0.75,48,WAITING
45,33,1549,2,2,0,0.35,0.85,0.92,87,CONFIRMED
90,22,1142,9,5,0,0.35,0.8,0.92,84,WAITING
38,53,1490,3,0,0,1.0,0.78,0.75,75,CONFIRMED
5,19,190,7,6,0,0.45,0.78,0.95,79,CONFIRMED
117,45,1627,10,2,0,1.0,0.78,0.75,67,WAITING
128,38,1260,6,5,0,1.0,0.8,0.75,79,WAITING
167,27,1539,7,2,0,0.45,0.85,0.75,69,WAITING
60,57,286,10,1,0,0.35,0.65,0.95,65,CONFIRMED
170,41,278,1,1,0,0.45,0.78,0.95,62,WAITING
8,21,1645,4,2,1,0.35,0.78,0.95,96,CONFIRMED
171,52,1014,11,4,0,0.35,0.72,0.75,79,WAITING
65,13,1318,7,0,0,1.0,0.72,0.92,78,WAITING
35,3,1509,7,3,0,1.0,0.65,0.92,85,WAITING
140,54,1040,3,5,0,0.75,0.78,0.92,82,WAITING
145,44,1398,8,1,0,0.75,0.65,0.75,62,WAITING
15,25,1267,12,4,0,0.45,0.72,0.75,72,CONFIRMED
36,31,1619,11,4,0,0.45,0.65,0.75,76,CONFIRMED
68,10,926,12,1,0,0.45,0.78,0.95,84,WAITING
55,42,610,1,4,0,1.0,0.85,0.75,74,CONFIRMED
124,25,751,5,4,0,0.75,0.72,0.95,80,WAITING
160,10,1032,1,4,0,0.45,0.72,0.95,92,WAITING
158,35,1507,3,5,0,0.35,0.78,0.75,80,WAITING
22,24,1174,12,0,0,0.75,0.8,0.95,85,CONFIRMED
102,21,1134,1,0,0,0.75,0.85,0.92,100,WAITING
164,20,648,3,2,0,0.35,0.72,0.95,73,WAITING
71,57,272,3,4,0,1.0,0.72,0.92,80,CONFIRMED
3,12,1187,6,3,0,0.45,0.8,0.75,75,CONFIRMED
86,38,1483,11,3,0,0.75,0.72,0.95,87,WAITING
96,47,1524,3,3,0,0.75,0.78,0.92,79,RAC
132,25,858,3,4,0,0.45,0.78,0.95,77,WAITING
10,18,389,5,0,1,0.75,0.65,0.95,96,CONFIRMED
17,38,1064,6,5,0,0.75,0.78,0.92,97,CONFIRMED
103,54,200,6,4,0,0.75,0.78,0.92,73,CONFIRMED
65,13,520,4,3,1,1.0,0.65,0.92,87,WAITING
101,19,1680,5,5,0,0.75,0.8,0.95,88,WAITING
